sentence_id,token_id,semiotic,before,class,after,truth
3519,21,PLAIN,Am,ToBeNormalized,a m,Am
3549,6,PLAIN,UEFA,ToBeNormalized,u e f a,UEFA
3555,9,VERBATIM,-,ToBeNormalized,to,-
3562,5,ELECTRONIC,//www.mediacorp.sg/corporate-en/corporatehttp://www.ofcom.org.uk/static/archive/itc/itc_publications/codes_guidance/programme_code/section_4.asp.html,ToBeNormalized,s_letter l_letter a_letter s_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter w_letter  _letter w_letter  _letter t_letter  _letter p_letter  _letter c_letter o_letter l_letter o_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter c_letter o_letter r_letter t_letter o_letter r_letter a_letter  _letter d_letter a_letter s_letter h_letter  _letter e_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter c_letter o_letter r_letter p_letter o_letter r_letter a_letter t_letter e_letter  _letter h_letter  _letter t_letter  _letter t_letter  _letter p_letter  _letter c_letter o_letter l_letter o_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter a_letter r_letter c_letter h_letter i_letter v_letter e_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter i_letter t_letter c_letter h_letter i_letter t_letter c_letter u_letter p_letter u_letter r_letter t_letter i_letter c_letter a_letter t_letter i_letter o_letter n_letter s_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter i_letter t_letter,s_letter l_letter a_letter s_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter w_letter  _letter w_letter  _letter w_letter dot m_letter e_letter d_letter i_letter a_letter c_letter o_letter r_letter p_letter dot s_letter  _letter g_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter c_letter o_letter r_letter p_letter o_letter r_letter a_letter t_letter e_letter  _letter d_letter a_letter s_letter h_letter  _letter e_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter c_letter o_letter r_letter p_letter o_letter r_letter a_letter t_letter e_letter h_letter t_letter t_letter p_letter  _letter c_letter o_letter l_letter o_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter w_letter  _letter w_letter  _letter w_letter dot o_letter f_letter c_letter o_letter m_letter dot o_letter r_letter g_letter dot u_letter k_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter t_letter a_letter t_letter i_letter c_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter a_letter r_letter c_letter h_letter i_letter v_letter e_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter i_letter t_letter c_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter i_letter t_letter c_letter  _letter u_letter n_letter d_letter e_letter r_letter s_letter c_letter o_letter r_letter e_letter  _letter p_letter u_letter b_letter l_letter i_letter c_letter a_letter t_letter i_letter o_letter n_letter s_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter c_letter o_letter d_letter e_letter s_letter  _letter u_letter n_letter d_letter e_letter r_letter s_letter c_letter o_letter r_letter e_letter  _letter g_letter u_letter i_letter d_letter a_letter n_letter c_letter e_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter p_letter r_letter o_letter g_letter r_letter a_letter m_letter  _letter u_letter n_letter d_letter e_letter r_letter s_letter c_letter o_letter r_letter e_letter  _letter c_letter o_letter d_letter e_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter e_letter c_letter t_letter i_letter o_letter n_letter  _letter u_letter n_letter d_letter e_letter r_letter s_letter c_letter o_letter r_letter e_letter  _letter f_letter o_letter u_letter r_letter dot a_letter  _letter s_letter  _letter p_letter dot h_letter  _letter t_letter  _letter m_letter  _letter l_letter
3575,20,PLAIN,AIDS,ToBeNormalized,a i d s,AIDS
3601,2,PLAIN,DARPA,ToBeNormalized,d a r p a,DARPA
3601,10,PLAIN,programmed,ToBeNormalized,program,programmed
3603,1,PLAIN,CAST,ToBeNormalized,c a s t,CAST
3659,10,PLAIN,Suwo,ToBeNormalized,s u w o,Suwo
3661,6,PLAIN,EPs,ToBeNormalized,e p's,EPs
3669,8,LETTERS,Uy,RemainSelf,Uy,u y
3676,6,PUNCT,-,ToBeNormalized,to,-
3678,6,PLAIN,Idol,ToBeNormalized,i d o l,Idol
3736,2,PLAIN,MGR,ToBeNormalized,m g r,MGR
3738,5,PLAIN,Chi,ToBeNormalized,c h i,Chi
3749,13,PLAIN,VI,ToBeNormalized,the sixth,VI
3789,8,PUNCT,-,ToBeNormalized,to,-
3790,0,PLAIN,THE,ToBeNormalized,t h e,THE
3808,0,PLAIN,PLoS,ToBeNormalized,p l o s,PLoS
3907,0,PLAIN,Programmed,ToBeNormalized,program,Programmed
3920,7,PLAIN,BOO,ToBeNormalized,b o o,BOO
3951,2,DIGIT,126,ToBeNormalized,one hundred twenty six,one two six
3952,6,PLAIN,Xtra,ToBeNormalized,x t r a,Xtra
3961,8,PLAIN,rev,ToBeNormalized,r e v,rev
3965,3,PLAIN,MARATHON,ToBeNormalized,m a r a t h o n,MARATHON
3965,4,PLAIN,CUP,ToBeNormalized,c u p,CUP
3976,8,PLAIN,Sept,ToBeNormalized,s e p t,Sept
3984,21,PLAIN,stop,ToBeNormalized,s t o p,stop
3992,9,LETTERS,Aam,RemainSelf,Aam,a a m
4027,20,PUNCT,-,ToBeNormalized,to,-
4034,1,PLAIN,COMPANY,ToBeNormalized,c o m p a n y,COMPANY
4039,18,MEASURE,295 ch,ToBeNormalized,two hundred ninety five hours,two hundred ninety five chains
4048,0,PLAIN,CAT,ToBeNormalized,c a t,CAT
4079,8,PLAIN,XI,ToBeNormalized,eleven,XI
4085,8,VERBATIM,Θ,ToBeNormalized,eta,theta
4102,1,PLAIN,SM,ToBeNormalized,s m,SM
4111,5,PLAIN,tri,ToBeNormalized,t r i,tri
4126,5,PLAIN,SEC,ToBeNormalized,s e c,SEC
4136,3,ELECTRONIC,http://www.jstor.org/stable/2799027;,ToBeNormalized,h_letter  _letter t_letter  _letter t_letter  _letter p_letter  _letter c_letter o_letter l_letter o_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter w_letter  _letter w_letter  _letter w_letter dot j_letter  _letter s_letter t_letter o_letter r_letter dot o_letter r_letter g_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter t_letter a_letter b_letter l_letter e_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter t_letter w_letter o_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter s_letter e_letter v_letter e_letter n_letter ,h_letter  _letter t_letter  _letter t_letter  _letter p_letter  _letter c_letter o_letter l_letter o_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter w_letter  _letter w_letter  _letter w_letter dot j_letter  _letter s_letter t_letter o_letter r_letter dot o_letter r_letter g_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter t_letter a_letter b_letter l_letter e_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter t_letter w_letter o_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter n_letter i_letter n_letter e_letter  _letter n_letter i_letter n_letter e_letter  _letter o_letter  _letter t_letter w_letter o_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter s_letter e_letter m_letter i_letter c_letter o_letter l_letter o_letter n_letter
4139,21,PLAIN,INTERVIEW,ToBeNormalized,i n t e r v i e w,INTERVIEW
4162,5,PLAIN,GUS,ToBeNormalized,g u s,GUS
4171,18,PUNCT,-,ToBeNormalized,to,-
4172,2,PUNCT,-,ToBeNormalized,to,-
4178,5,PLAIN,VEVO,ToBeNormalized,v e v o,VEVO
4189,6,TELEPHONE,1999-2000 BCA,ToBeNormalized,one nine nine nine sil two hundred sil b c a,one nine nine nine sil two thousand sil b c a
4195,1,PLAIN,Dilweg,RemainSelf,Dilweg,dil weg
4215,8,PLAIN,Li,ToBeNormalized,l i,Li
4235,1,PLAIN,Huba,ToBeNormalized,h u b a,Huba
4244,2,PLAIN,DIN,ToBeNormalized,d i n,DIN
4244,12,MEASURE,2 mA,ToBeNormalized,two a m,two milli amperes
4252,2,PLAIN,IRA,ToBeNormalized,i r a,IRA
4272,0,PLAIN,DIC,ToBeNormalized,d i c,DIC
4273,12,PLAIN,VIDEO,ToBeNormalized,v i d o i,VIDEO
4276,11,PLAIN,Ajaji,ToBeNormalized,a j a j i,Ajaji
4279,5,PLAIN,Rep,ToBeNormalized,r e p,Rep
4307,2,PLAIN,HOWZE,ToBeNormalized,h o w z e,HOWZE
4343,7,PLAIN,CAZy,ToBeNormalized,c a z y,CAZy
4365,7,PLAIN,Esma,ToBeNormalized,e s m a,Esma
4400,23,PLAIN,CEA,ToBeNormalized,c e a,CEA
4457,3,PLAIN,Isla,ToBeNormalized,i s l a,Isla
4458,3,PLAIN,SAT,ToBeNormalized,s a t,SAT
4480,9,PLAIN,pro,ToBeNormalized,p r o,pro
4480,14,LETTERS,Nea,RemainSelf,Nea,n e a
4500,5,PLAIN,BY,ToBeNormalized,b y,BY
4500,11,PLAIN,I,ToBeNormalized,the first,I
4520,4,PLAIN,Esma,ToBeNormalized,e s m a,Esma
4521,0,PLAIN,CURRICULUM,ToBeNormalized,c u r r i c u l u m,CURRICULUM
4536,3,PLAIN,Esma,ToBeNormalized,e s m a,Esma
4550,5,PLAIN,SA,ToBeNormalized,s a,SA
4565,5,PLAIN,UNESCO,ToBeNormalized,u n e s c o,UNESCO
4572,1,PUNCT,-,ToBeNormalized,to,-
4600,1,PLAIN,Viz,ToBeNormalized,v i z,Viz
4601,2,ELECTRONIC,www.cdc.gov/HealthyYouth/shpps/2006/factsheets/pdf/FS_Overview_SHPPS2006.pdf,ToBeNormalized,w_letter  _letter w_letter  _letter w_letter dot c_letter d_letter c_letter dot g_letter o_letter v_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter h_letter e_letter a_letter l_letter t_letter h_letter y_letter y_letter o_letter u_letter t_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter o_letter  _letter o_letter  _letter p_letter  _letter s_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter f_letter a_letter c_letter t_letter s_letter h_letter e_letter e_letter t_letter s_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter p_letter  _letter d_letter  _letter f_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter f_letter  _letter s_letter  _letter t_letter h_letter r_letter e_letter e_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter f_letter o_letter u_letter r_letter  _letter s_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter f_letter o_letter r_letter t_letter s_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter,w_letter  _letter w_letter  _letter w_letter dot c_letter  _letter d_letter  _letter c_letter dot g_letter o_letter v_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter h_letter e_letter a_letter l_letter t_letter h_letter y_letter y_letter o_letter u_letter t_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter  _letter h_letter  _letter p_letter  _letter p_letter  _letter s_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter t_letter w_letter o_letter  _letter o_letter  _letter o_letter  _letter s_letter i_letter x_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter f_letter a_letter c_letter t_letter s_letter h_letter e_letter e_letter t_letter s_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter p_letter  _letter d_letter  _letter f_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter f_letter  _letter s_letter  _letter u_letter n_letter d_letter e_letter r_letter s_letter c_letter o_letter r_letter e_letter  _letter o_letter v_letter e_letter r_letter v_letter i_letter e_letter w_letter  _letter u_letter n_letter d_letter e_letter r_letter s_letter c_letter o_letter r_letter e_letter  _letter s_letter  _letter h_letter  _letter p_letter  _letter p_letter  _letter s_letter  _letter t_letter w_letter o_letter  _letter o_letter  _letter o_letter  _letter s_letter i_letter x_letter dot p_letter  _letter d_letter  _letter f_letter
4614,9,PLAIN,FEBRUARY,ToBeNormalized,f e b r u a r y,FEBRUARY
4618,2,PLAIN,stylised,RemainSelf,stylised,stylized
4643,16,PLAIN,V,ToBeNormalized,the fifth,V
4651,16,PLAIN,IA,ToBeNormalized,i a,IA
4661,8,PLAIN,RITA,ToBeNormalized,r i t a,RITA
4677,18,LETTERS,Lun,RemainSelf,Lun,l u n
4680,7,PLAIN,V,ToBeNormalized,the fifth,V
4697,3,PLAIN,SEED,ToBeNormalized,s e e d,SEED
4704,1,PLAIN,NA's,ToBeNormalized,n a's,NA's
4733,3,PLAIN,Us,ToBeNormalized,u s,Us
4736,18,PLAIN,programmed,ToBeNormalized,program,programmed
4748,15,PLAIN,PCs,ToBeNormalized,p c's,PCs
4766,2,PLAIN,GUJARAT,ToBeNormalized,g u j a r a t,GUJARAT
4766,3,PLAIN,LEGISLATIVE,ToBeNormalized,l e g i s l a t i v e,LEGISLATIVE
4784,3,PLAIN,col,ToBeNormalized,colonel,col
4816,4,PLAIN,KI,ToBeNormalized,k i,KI
4834,9,PLAIN,LIX,ToBeNormalized,l i x,LIX
4835,11,PLAIN,ICA,ToBeNormalized,i c a,ICA
4850,10,PLAIN,ArmandoFabiolaJackieAlexAfter,ToBeNormalized,a r m a n d o f a b i o l a j a c k i e a l e x a x t e r,ArmandoFabiolaJackieAlexAfter
4859,0,PLAIN,PIN,ToBeNormalized,p i n,PIN
4885,5,PUNCT,-,ToBeNormalized,to,-
4895,12,DIGIT,1271,ToBeNormalized,twelve seventy one,one two seven one
4896,1,PLAIN,EL,ToBeNormalized,e l,EL
4907,4,PLAIN,Ass,ToBeNormalized,a s s,Ass
4911,14,PLAIN,WHOI,ToBeNormalized,w h o i,WHOI
4918,9,PLAIN,idolised,RemainSelf,idolised,idolized
4929,1,PLAIN,V,ToBeNormalized,five,V
4931,17,PLAIN,nuoc,ToBeNormalized,n u o c,nuoc
4931,18,PLAIN,ngoai,ToBeNormalized,n g o a i,ngoai
4932,19,PLAIN,Etna,ToBeNormalized,e t n a,Etna
4958,4,PLAIN,MIR,ToBeNormalized,m i r,MIR
4958,15,PLAIN,miRNA,ToBeNormalized,m i r n a,miRNA
4960,1,PLAIN,secularisation,ToBeNormalized,saint,secularization
4997,0,PLAIN,Qui,ToBeNormalized,q u i,Qui
4997,1,PLAIN,est,ToBeNormalized,e s t,est
4997,2,LETTERS,Abdu'l,RemainSelf,Abdu'l,a b d u l
5014,2,PLAIN,IRA,ToBeNormalized,i r a,IRA
5025,6,PLAIN,Vaux,ToBeNormalized,v a u x,Vaux
5034,0,PLAIN,Neurocomputational,ToBeNormalized,behavioral,Neurocomputational
5039,7,PLAIN,resocialisation,ToBeNormalized,w,resocialization
5064,9,PLAIN,ix,ToBeNormalized,i x,ix
5071,3,PLAIN,Caichigue,ToBeNormalized,catalog,Caichigue
5115,12,PLAIN,MIT,ToBeNormalized,m i t,MIT
5158,4,PLAIN,BAS,ToBeNormalized,b a s,BAS
5160,2,PLAIN,ABS,ToBeNormalized,a b s,ABS
5166,5,PLAIN,GUS,ToBeNormalized,g u s,GUS
5195,5,PLAIN,INTRODUCTION,ToBeNormalized,i n t r o d u c t i o n,INTRODUCTION
5195,7,PLAIN,CADES,ToBeNormalized,c a d e s,CADES
5195,10,PLAIN,SERVICE,ToBeNormalized,s e r v i c e,SERVICE
5195,11,PLAIN,PROVIDERS,ToBeNormalized,p r o v i d e r s,PROVIDERS
5196,8,PLAIN,czar,ToBeNormalized,c z a r,czar
5236,12,PLAIN,A's,ToBeNormalized,a s's,A's
5238,2,PLAIN,mrs,ToBeNormalized,m r s,mrs
5253,6,PLAIN,Zuk,ToBeNormalized,z u k,Zuk
5257,4,PLAIN,ANHYDRASE,ToBeNormalized,a n h y d r a s e,ANHYDRASE
5277,10,PLAIN,miRNA,ToBeNormalized,m i r n a,miRNA
5290,10,PLAIN,Lug,ToBeNormalized,l u g,Lug
5301,0,LETTERS,Mpigi,RemainSelf,Mpigi,m p i g i
5301,10,LETTERS,Mpigi,RemainSelf,Mpigi,m p i g i
5315,0,PLAIN,Kroh,ToBeNormalized,k r o h,Kroh
5316,11,LETTERS,Mpigi,RemainSelf,Mpigi,m p i g i
5381,6,DATE,00s,ToBeNormalized,hundreds,o o
5383,13,PLAIN,vii,ToBeNormalized,v i i,vii
5419,0,PLAIN,Nieuw,ToBeNormalized,n i e u w,Nieuw
5422,5,PLAIN,PANDAS,ToBeNormalized,p a n d a s,PANDAS
5511,8,ELECTRONIC,//www.nytimes.com/2014/06/19/fashion/no-body-talk-summer-camps.html,ToBeNormalized,s_letter l_letter a_letter s_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter w_letter  _letter w_letter  _letter w_letter dot n_letter  _letter y_letter  _letter t_letter  _letter i_letter  _letter m_letter  _letter e_letter  _letter s_letter dot c_letter o_letter m_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter t_letter w_letter o_letter  _letter o_letter  _letter o_letter n_letter e_letter  _letter o_letter n_letter e_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter o_letter  _letter s_letter i_letter x_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter o_letter  _letter s_letter i_letter x_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter o_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter f_letter o_letter s_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter f_letter o_letter u_letter r_letter  _letter o_letter n_letter e_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter,s_letter l_letter a_letter s_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter w_letter  _letter w_letter  _letter w_letter dot n_letter y_letter t_letter i_letter m_letter e_letter s_letter dot c_letter o_letter m_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter t_letter w_letter e_letter n_letter t_letter y_letter  _letter f_letter o_letter u_letter r_letter t_letter e_letter e_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter o_letter  _letter s_letter i_letter x_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter n_letter i_letter n_letter e_letter t_letter e_letter e_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter f_letter a_letter s_letter h_letter i_letter o_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter n_letter o_letter  _letter d_letter a_letter s_letter h_letter  _letter b_letter o_letter d_letter y_letter  _letter d_letter a_letter s_letter h_letter  _letter t_letter a_letter l_letter k_letter  _letter d_letter a_letter s_letter h_letter  _letter s_letter u_letter m_letter m_letter e_letter r_letter  _letter d_letter a_letter s_letter h_letter  _letter c_letter a_letter m_letter p_letter s_letter dot h_letter  _letter t_letter  _letter m_letter  _letter l_letter
5553,13,PLAIN,SM,ToBeNormalized,s m,SM
5607,8,LETTERS,zvaz,RemainSelf,zvaz,z v a z
5633,4,PLAIN,PRU,ToBeNormalized,p r u,PRU
5633,5,PLAIN,CHA,ToBeNormalized,c h a,CHA
5634,11,PLAIN,XI,ToBeNormalized,eleven,XI
5634,15,PLAIN,WILD,ToBeNormalized,w i l d,WILD
5641,9,LETTERS,Arci,RemainSelf,Arci,a r c i
5683,3,CARDINAL,310780751,ToBeNormalized,thirty one million seventy eight thousand seventy five,three hundred ten million seven hundred eighty thousand seven hundred fifty one
5684,4,PLAIN,ZOLaw,ToBeNormalized,z o l a w,ZOLaw
5688,0,PLAIN,Issa,ToBeNormalized,i s s a,Issa
5705,14,PLAIN,Rep,ToBeNormalized,r e p,Rep
5711,7,PLAIN,mrs,ToBeNormalized,mister,mrs
5744,0,PLAIN,NASA,ToBeNormalized,n a s a,NASA
5746,8,LETTERS,Ilam,RemainSelf,Ilam,i l a m
5747,6,PLAIN,PCs,ToBeNormalized,p c's,PCs
5756,12,PLAIN,COO,ToBeNormalized,c o o,COO
5757,8,LETTERS,Fase,RemainSelf,Fase,f a s e
5769,6,PLAIN,Wu,ToBeNormalized,w u,Wu
5771,9,LETTERS,OAM,RemainSelf,OAM,o a m
5772,4,PLAIN,MAC,ToBeNormalized,m a c,MAC
5778,2,PLAIN,Xiu,ToBeNormalized,x i u,Xiu
5803,3,PLAIN,Isla,ToBeNormalized,i s l a,Isla
5828,2,FRACTION,-133/94,ToBeNormalized,minus thirty three hundred ninety fourths,minus one hundred thirty three ninety fourths
5841,2,PLAIN,Centro,ToBeNormalized,center,Centro
5841,7,PLAIN,sul,ToBeNormalized,s u l,sul
5848,15,PLAIN,Ach,ToBeNormalized,a c h,Ach
5851,5,DECIMAL,.763,ToBeNormalized,seven hundred sixty three,point seven six three
5865,3,FRACTION,⅞,ToBeNormalized,upsilon,seven eighths
5907,2,PLAIN,Sétif,ToBeNormalized,s e acute t i f,Sétif
5907,7,PLAIN,ES,ToBeNormalized,e s,ES
5907,8,PLAIN,Sétif,ToBeNormalized,s e acute t i f,Sétif
5928,11,PLAIN,DOS,ToBeNormalized,d o s,DOS
5945,5,DIGIT,68821,ToBeNormalized,sixty eight thousand eight hundred twenty one,six eight eight two one
5963,7,PLAIN,du,ToBeNormalized,d u,du
5963,9,PLAIN,er,ToBeNormalized,e r,er
5966,1,PLAIN,MIT,ToBeNormalized,m i t,MIT
5977,9,PLAIN,SAVE,ToBeNormalized,s a v e,SAVE
5988,6,PLAIN,OST,ToBeNormalized,o s t,OST
5991,3,DATE,10/10/00,ToBeNormalized,ten tenth,the tenth of october o o
5991,9,VERBATIM,-,ToBeNormalized,to,-
6009,8,PLAIN,PAC,ToBeNormalized,p a c,PAC
6021,12,PLAIN,andWissenschaftliche,ToBeNormalized,a_letter,andWissenschaftliche
6043,1,PLAIN,I'm,ToBeNormalized,one meter,I'm
6059,13,PLAIN,equalised,ToBeNormalized,e,equalized
6063,5,PLAIN,SPIN,ToBeNormalized,s p i n,SPIN
6079,10,ORDINAL,III,ToBeNormalized,three,the third
6084,1,PLAIN,ORCHESTRA,ToBeNormalized,o r c h e s t r a,ORCHESTRA
6084,3,PLAIN,SAMPLES,ToBeNormalized,s a m p l e s,SAMPLES
6099,0,LETTERS,mr,ToBeNormalized,mister,m r
6101,4,PLAIN,I,ToBeNormalized,the first,I
6112,7,PLAIN,KANU,ToBeNormalized,k a n u,KANU
6115,6,PLAIN,d'etre,ToBeNormalized,n e t r e,d'etre
6123,5,DATE,2010,ToBeNormalized,two o one o,twenty ten
6124,2,PLAIN,IL,ToBeNormalized,i l,IL
6142,7,PLAIN,ne's,ToBeNormalized,n e's,ne's
6151,1,PLAIN,neighbourhood's,ToBeNormalized,neighborhoods,neighbourhood's
6155,21,PLAIN,fundraise,ToBeNormalized,f_letter,fundraise
6168,4,PLAIN,AB,ToBeNormalized,a b,AB
6206,1,LETTERS,Tou,RemainSelf,Tou,t o u
6218,1,PLAIN,Aamir,ToBeNormalized,a a m i r,Aamir
6235,5,LETTERS,d'Yeu,RemainSelf,d'Yeu,d y e u
6235,15,PLAIN,V,ToBeNormalized,the fifth,V
6258,14,PLAIN,COM,ToBeNormalized,c o m,COM
6259,2,PLAIN,all,ToBeNormalized,a l l,all
6261,11,ELECTRONIC,https://web.archive.org/20130716070450/http://www.warriors.co.nz:80/playerprofiledisplay/Warriors/Suaia%20Matagi/7207,ToBeNormalized,h_letter  _letter t_letter  _letter t_letter  _letter p_letter  _letter c_letter o_letter l_letter o_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter w_letter e_letter b_letter dot a_letter r_letter c_letter h_letter i_letter v_letter e_letter dot o_letter r_letter g_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter t_letter w_letter o_letter  _letter o_letter  _letter o_letter  _letter o_letter  _letter o_letter  _letter o_letter  _letter o_letter  _letter o_letter  _letter o_letter  _letter o_letter  _letter o_letter  _letter o_letter  _letter o_letter  _letter o_letter  _letter o_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter h_letter t_letter t_letter p_letter  _letter c_letter o_letter l_letter o_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter h_letter  _letter t_letter  _letter t_letter  _letter p_letter  _letter,h_letter  _letter t_letter  _letter t_letter  _letter p_letter  _letter s_letter  _letter c_letter o_letter l_letter o_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter w_letter e_letter b_letter dot a_letter r_letter c_letter h_letter i_letter v_letter e_letter dot o_letter r_letter g_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter t_letter w_letter o_letter  _letter o_letter  _letter o_letter n_letter e_letter  _letter t_letter h_letter r_letter e_letter e_letter  _letter o_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter o_letter n_letter e_letter  _letter s_letter i_letter x_letter  _letter o_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter o_letter  _letter f_letter o_letter u_letter r_letter  _letter f_letter i_letter v_letter e_letter  _letter o_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter h_letter  _letter t_letter  _letter t_letter  _letter p_letter  _letter c_letter o_letter l_letter o_letter n_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter w_letter  _letter w_letter  _letter w_letter dot w_letter a_letter r_letter r_letter i_letter o_letter r_letter s_letter dot c_letter o_letter dot n_letter  _letter z_letter  _letter c_letter o_letter l_letter o_letter n_letter  _letter e_letter i_letter g_letter h_letter t_letter y_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter p_letter l_letter a_letter y_letter e_letter r_letter p_letter r_letter o_letter f_letter i_letter l_letter e_letter d_letter i_letter s_letter p_letter l_letter a_letter y_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter w_letter a_letter r_letter r_letter i_letter o_letter r_letter s_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter u_letter a_letter i_letter a_letter  _letter p_letter e_letter r_letter c_letter e_letter n_letter t_letter  _letter t_letter w_letter e_letter n_letter t_letter y_letter  _letter m_letter a_letter t_letter a_letter g_letter i_letter  _letter s_letter l_letter a_letter s_letter h_letter  _letter s_letter e_letter v_letter e_letter n_letter  _letter t_letter w_letter o_letter  _letter o_letter  _letter s_letter e_letter v_letter e_letter n_letter
6280,0,PLAIN,EGAN,ToBeNormalized,e g a n,EGAN
6280,2,PLAIN,JOHN,ToBeNormalized,j o h n,JOHN
6280,4,PLAIN,THOMAS,ToBeNormalized,t h o m a s,THOMAS
6284,3,PLAIN,Up,ToBeNormalized,u p,Up
6289,1,PLAIN,AS,ToBeNormalized,a s,AS
6314,21,PLAIN,Naama,ToBeNormalized,n a a m a,Naama
6329,4,PLAIN,Oh,ToBeNormalized,o h,Oh
6339,2,DIGIT,2013,ToBeNormalized,twenty thirteen,two o one three
6358,5,PLAIN,Ill,ToBeNormalized,i l l,Ill
6365,6,DATE,2010,ToBeNormalized,two o one o,twenty ten
6410,19,PLAIN,DID,ToBeNormalized,d i d,DID
6431,4,PLAIN,Prus',ToBeNormalized,p r u's,Prus'
6438,9,PLAIN,Lok,ToBeNormalized,l o k,Lok
6473,2,PLAIN,Dev,ToBeNormalized,d e v,Dev
6473,13,PLAIN,Dev,ToBeNormalized,d e v,Dev
6482,4,PLAIN,Prus',ToBeNormalized,p r u's,Prus'
