sentence_id,token_id,semiotic,before,class,after,truth
2127,9,MEASURE,80 %,ToBeNormalized,восьмидесяти процентов,восемьдесят процентов
2140,13,PLAIN,Isurus,ToBeNormalized,и_trans е_trans р_trans у_trans с_trans,ж_trans е_trans р_trans у_trans с_trans
2142,0,PLAIN,GOODRICH,ToBeNormalized,г_trans о_trans о_trans д_trans р_trans и_trans ч_trans,г_trans у_trans д_trans р_trans и_trans ч_trans
2142,7,PLAIN,Chaoying,ToBeNormalized,ч_trans а_trans о_trans й_trans и_trans н_trans г_trans,ч_trans а_trans о_trans а_trans и_trans н_trans г_trans
2146,0,TELEPHONE,030503,ToBeNormalized,ноль три ноль пять три,ноль три ноль пять ноль три
2151,4,PLAIN,Chaoying,ToBeNormalized,ч_trans а_trans о_trans й_trans и_trans н_trans г_trans,ч_trans а_trans о_trans а_trans и_trans н_trans г_trans
2153,1,CARDINAL,1574,ToBeNormalized,тысяча пятьсот семьдесят четыре,тысячей пятьюстами семьюдесятью четырьмя
2154,4,PLAIN,ПРООН,ToBeNormalized,п р о о н,ПРООН
2156,9,ELECTRONIC,beachsports.npage.eu,ToBeNormalized,б_trans е_trans ч_trans с_trans п_trans о_trans р_trans т_trans с_trans точка n e,б_trans и_trans ч_trans с_trans п_trans о_trans р_trans т_trans с_trans точка н_trans п_trans а_trans ж_trans точка e u
2163,2,MEASURE,"15,5 мм.",ToBeNormalized,пятнадцать целых и пять десятых миллиметра,пятнадцати целых и пяти десятых миллиметра
2173,0,DATE,12 мая 1968 год,ToBeNormalized,двенадцатого мая тысяча девятьсот шестьдесят восьмого года,двенадцатое мая тысяча девятьсот шестьдесят восьмого года
2203,6,CARDINAL,22,ToBeNormalized,двадцать два,двадцати двух
2203,9,CARDINAL,1,ToBeNormalized,одна,один
2207,2,DATE,18 сентября 2010,ToBeNormalized,восемнадцатого сентября две тысячи десятого года,восемнадцатое сентября две тысячи десятого года
2222,11,PLAIN,blakeana,ToBeNormalized,б_trans л_trans э_trans к_trans и_trans н_trans а_trans,б_trans л_trans э_trans к_trans а_trans н_trans а_trans
2233,10,CARDINAL,33,ToBeNormalized,тридцать три,тридцатью тремя
2247,4,PLAIN,Rwamunyonyi,ToBeNormalized,р_trans в_trans а_trans м_trans у_trans н_trans и_trans о_trans н_trans и_trans а_trans й_trans,р_trans в_trans а_trans м_trans у_trans н_trans ь_trans о_trans н_trans и_trans и_trans
2252,9,PLAIN,CONFEDERATE,ToBeNormalized,к_trans о_trans н_trans ф_trans е_trans д_trans е_trans р_trans е_trans й_trans т_trans,к_trans о_trans н_trans ф_trans е_trans д_trans е_trans р_trans а_trans т_trans
2276,6,CARDINAL,61,ToBeNormalized,шестьдесят одна,шестьдесят один
2276,20,CARDINAL,12,ToBeNormalized,двенадцати,двенадцать
2277,2,MEASURE,33 минуты,ToBeNormalized,тридцать три минуты,тридцати трех минуты
2282,0,DATE,24 июня 2007,ToBeNormalized,двадцать четвертое июня две тысячи седьмого года,двадцать четвертого июня две тысячи седьмого года
2286,2,MEASURE,121 км².,ToBeNormalized,сто двадцать один квадратный километр,ста двадцати одного квадратного километра
2318,5,PLAIN,СОГАЗ,ToBeNormalized,с о г а з,СОГАЗ
2330,7,PLAIN,McCreadie,ToBeNormalized,м_trans а_trans к_trans к_trans р_trans е_trans д_trans ь_trans,мак-креэди
2347,2,CARDINAL,5,ToBeNormalized,пятью,пять
2358,3,CARDINAL,8124,ToBeNormalized,восьми тысяч ста двадцати четырех,восемь тысяч сто двадцать четыре
2412,16,PLAIN,Flieger,ToBeNormalized,ф_trans л_trans и_trans е_trans г_trans е_trans р_trans,ф_trans л_trans а_trans й_trans е_trans г_trans е_trans р_trans
2425,15,CARDINAL,3,ToBeNormalized,три,трех
2435,5,CARDINAL,1 000 000,ToBeNormalized,миллион ноль ноль ноль ноль ноль,миллион
2448,6,CARDINAL,800,ToBeNormalized,восьмисот,восьмьюстами
2472,7,ELECTRONIC,2012.kevco33,ToBeNormalized,две тысячи двенадцать точка к_trans е_trans в_trans к_trans о_trans тридцать три,две тысячи двенадцать точка кевко тридцать три
2482,13,ELECTRONIC,http://bourdieu.name/,ToBeNormalized,h t t p w дефис ю_trans б_trans и_trans у_trans точка ру косая черта,h t t p бордье точка нейм косая черта
2527,5,DATE,10 ноября 2011,ToBeNormalized,десятого ноября две тысячи одиннадцатого года,десятое ноября две тысячи одиннадцатого года
2539,5,PLAIN,Warehouse,ToBeNormalized,у_trans о_trans р_trans х_trans а_trans у_trans с_trans,в_trans э_trans р_trans х_trans а_trans у_trans с_trans
2545,3,PLAIN,Warehouse,ToBeNormalized,у_trans о_trans р_trans х_trans а_trans у_trans с_trans,в_trans э_trans р_trans х_trans а_trans у_trans с_trans
2545,15,PLAIN,Warehouse,ToBeNormalized,у_trans о_trans р_trans х_trans а_trans у_trans с_trans,в_trans э_trans р_trans х_trans а_trans у_trans с_trans
2554,9,PLAIN,Warehouse,ToBeNormalized,у_trans о_trans р_trans х_trans а_trans у_trans с_trans,в_trans э_trans р_trans х_trans а_trans у_trans с_trans
2559,2,PLAIN,aghora,ToBeNormalized,а_trans г_trans о_trans р_trans а_trans,а_trans г_trans х_trans о_trans р_trans а_trans
2578,20,CARDINAL,15,ToBeNormalized,пятнадцати,пятнадцать
2582,2,CARDINAL,-1,ToBeNormalized,минус один,минус одна
2585,12,PLAIN,ПРО,ToBeNormalized,п р о,ПРО
2587,12,PLAIN,ОСиПЛ,ToBeNormalized,о с и п л,ОСиПЛ
2592,8,MEASURE,400 метров,ToBeNormalized,четыреста метров,четырехсот метров
2604,5,PLAIN,Exc,ToBeNormalized,э_trans к_trans с_trans к_trans,э_trans к_trans с_trans
2615,1,CARDINAL,2,ToBeNormalized,два,две
2655,8,PLAIN,Heinz,ToBeNormalized,х_trans е_trans й_trans н_trans с_trans,х_trans а_trans й_trans н_trans с_trans
2662,16,MONEY,$0,ToBeNormalized,долларов сэ ш а,ноль долларов сэ ш а
2668,23,TELEPHONE,10569-007-9072,ToBeNormalized,тысяча пятьдесят шесть девяносто sil ноль ноль семь sil двадцать семь,сто пять шестьдесят девять sil ноль ноль семь sil девяносто семьдесят два
2678,0,DATE,22 июля,ToBeNormalized,двадцать второго июля,двадцать второе июля
2679,16,ELECTRONIC,http://www.gangseo.seoul.kr/portal/introduc/main_2_4_13.jsp,ToBeNormalized,h t t p w w w точка г_trans а_trans н_trans г_trans з_trans о_trans точка к_trans о_trans м_trans,h t t p w w w точка г_trans а_trans н_trans г_trans с_trans е_trans о_trans точка с_trans е_trans у_trans л_trans точка k r косая черта портал косая черта интродак косая черта мейн нижнее подчеркивание два нижнее подчеркивание четыре нижнее подчеркивание один три точка j s p
2687,3,PLAIN,УНР,ToBeNormalized,у н р,УНР
2704,1,CARDINAL,1,ToBeNormalized,одна,один
2704,3,CARDINAL,1990,ToBeNormalized,тысяча девятьсот девяносто,тысячу девятьсот девяносто
2713,9,PLAIN,дник,ToBeNormalized,д н и к,дник
2713,13,PLAIN,кра,ToBeNormalized,к р а,кра
2713,15,PLAIN,знавц,ToBeNormalized,з н а в ц,знавц
2731,4,PLAIN,АДР,ToBeNormalized,а д р,АДР
2748,5,DATE,14 ноября 2014,ToBeNormalized,четырнадцатое ноября две тысячи четырнадцатого года,четырнадцатого ноября две тысячи четырнадцатого года
2765,17,PLAIN,ОАГ,ToBeNormalized,о а г,ОАГ
2782,2,PLAIN,Pains,ToBeNormalized,п_trans е_trans й_trans н_trans с_trans,п_trans а_trans й_trans н_trans с_trans
2807,22,FRACTION,1/2010,ToBeNormalized,одна две тысячи десятых,одна две тысячи десятая
2825,10,DECIMAL,10 млн,ToBeNormalized,десяти миллионов,десять миллионов
2833,7,PLAIN,gouldii,ToBeNormalized,г_trans о_trans у_trans л_trans д_trans и_trans и_trans,г_trans у_trans л_trans д_trans и_trans и_trans
2837,19,MEASURE,40mm.,ToBeNormalized,сорок m,сорок миллиметров
2866,22,PLAIN,КОНЦЕ,ToBeNormalized,к о н ц е,КОНЦЕ
2866,26,LETTERS,ШОГО,RemainSelf,ШОГО,ш о г о
2869,8,CARDINAL,4,ToBeNormalized,четыре,четырех
2869,13,CARDINAL,4,ToBeNormalized,четырех,четыре
2870,6,PLAIN,Bufotenine,ToBeNormalized,б_trans а_trans ф_trans о_trans т_trans е_trans н_trans а_trans й_trans н_trans,б_trans у_trans ф_trans о_trans т_trans е_trans н_trans и_trans н_trans
2879,0,PLAIN,GameOn,ToBeNormalized,г_trans е_trans й_trans м_trans о_trans н_trans,г_trans а_trans м_trans е_trans о_trans н_trans
2886,8,PLAIN,Montejan,ToBeNormalized,м_trans о_trans н_trans т_trans е_trans ж_trans а_trans н_trans,м_trans о_trans н_trans т_trans е_trans я_trans н_trans
2886,10,PLAIN,Montejan,ToBeNormalized,м_trans о_trans н_trans т_trans е_trans ж_trans а_trans н_trans,м_trans о_trans н_trans т_trans е_trans я_trans н_trans
2891,4,PLAIN,Ея,ToBeNormalized,x я,Ея
2894,11,PLAIN,Ея,ToBeNormalized,x я,Ея
2907,17,VERBATIM,Ї,ToBeNormalized,н,и
2921,9,CARDINAL,1944,ToBeNormalized,тысячу девятьсот сорок четыре,тысячью девятистах сорока четырех
2922,8,CARDINAL,14,ToBeNormalized,четырнадцать,четырнадцати
2928,3,MEASURE,22 ярда,ToBeNormalized,двадцать второе рода,двадцать два ярда
2998,2,CARDINAL,1,ToBeNormalized,одна,один
3004,0,PLAIN,Linjeflyg,ToBeNormalized,л_trans и_trans н_trans ж_trans е_trans ф_trans л_trans а_trans й_trans г_trans,л_trans и_trans н_trans д_trans ж_trans е_trans ф_trans л_trans а_trans й_trans г_trans
3004,4,FRACTION,340/440,ToBeNormalized,триста сорок сорок четвертых,триста сорок четыреста сороковых
3004,12,PLAIN,Ahgelholm,ToBeNormalized,а_trans г_trans е_trans л_trans х_trans о_trans л_trans м_trans,а_trans г_trans е_trans л_trans е_trans м_trans
3004,27,PLAIN,AIRCRAFT,ToBeNormalized,а_trans й_trans р_trans к_trans р_trans а_trans ф_trans т_trans,э_trans й_trans р_trans к_trans р_trans а_trans ф_trans т_trans
3004,29,PLAIN,DIGEST,ToBeNormalized,д_trans и_trans д_trans ж_trans е_trans с_trans т_trans,д_trans и_trans г_trans е_trans с_trans т_trans
3011,5,PLAIN,interleukin,ToBeNormalized,и_trans н_trans т_trans е_trans р_trans л_trans е_trans к_trans и_trans н_trans,и_trans н_trans т_trans е_trans р_trans л_trans ь_trans ю_trans к_trans и_trans н_trans
3011,10,PLAIN,kinases,ToBeNormalized,к_trans и_trans н_trans а_trans с_trans е_trans с_trans,к_trans и_trans н_trans з_trans е_trans с_trans
3011,17,PLAIN,networks,ToBeNormalized,н_trans е_trans т_trans в_trans о_trans р_trans к_trans с_trans,н_trans е_trans т_trans у_trans о_trans р_trans к_trans с_trans
3021,9,PLAIN,saying,ToBeNormalized,с_trans е_trans й_trans и_trans н_trans г_trans,с_trans а_trans а_trans и_trans н_trans г_trans
3027,7,PLAIN,Puisi,ToBeNormalized,п_trans у_trans и_trans з_trans и_trans,п_trans и_trans з_trans и_trans
3062,7,DATE,1901 г.,ToBeNormalized,тысяча девятьсот первым годом,тысяча девятьсот первого года
3080,2,PLAIN,Schnittstellen,ToBeNormalized,ш_trans н_trans и_trans т_trans т_trans с_trans т_trans е_trans л_trans л_trans е_trans н_trans,ш_trans н_trans и_trans т_trans с_trans т_trans е_trans л_trans л_trans е_trans н_trans
3113,6,PLAIN,Conservatism,ToBeNormalized,к_trans о_trans н_trans с_trans е_trans р_trans в_trans е_trans й_trans т_trans и_trans с_trans м_trans,к_trans о_trans н_trans с_trans е_trans р_trans в_trans е_trans й_trans ш_trans е_trans с_trans м_trans
3118,9,CARDINAL,7649,ToBeNormalized,семь тысяч шестьсот сорок девять,семи тысяч шестисот сорока девяти
3122,2,MEASURE,137 ккал.,ToBeNormalized,сто тридцать семь километров,сто тридцать семь килокалорий
3123,0,PLAIN,FOOTBOOM,ToBeNormalized,ф_trans о_trans о_trans т_trans б_trans о_trans о_trans м_trans,ф_trans у_trans т_trans б_trans у_trans м_trans
3126,13,PLAIN,ГАБТа,ToBeNormalized,г а б т а,ГАБТа
3130,14,CARDINAL,308,ToBeNormalized,триста восемь,трехсот восьми
3131,15,PLAIN,ЖПУЖД,ToBeNormalized,ж п у ж д,ЖПУЖД
3144,3,PLAIN,Tahir,ToBeNormalized,т_trans а_trans х_trans а_trans й_trans р_trans,т_trans а_trans а_trans й_trans р_trans
3151,0,ELECTRONIC,Sonymusic.com,ToBeNormalized,с_trans о_trans н_trans и_trans м_trans у_trans з_trans и_trans к_trans точка к_trans о_trans м_trans,с_trans о_trans н_trans и_trans м_trans ь_trans ю_trans з_trans и_trans к_trans точка к_trans о_trans м_trans
3161,4,LETTERS,См,RemainSelf,См,с м
3165,6,ORDINAL,II,ToBeNormalized,два,второму
3170,4,ORDINAL,406-м,ToBeNormalized,четыреста i_letter_latin,четыреста шестой
3177,3,DATE,31 марта 2012,ToBeNormalized,тридцать первого марта две тысячи двенадцатого года,тридцать первое марта две тысячи двенадцатого года
3177,12,CARDINAL,1693,ToBeNormalized,тысячу шестьсот девяносто три,тысяча шестьсот девяносто три
3196,6,CARDINAL,4,ToBeNormalized,четыре,четырем
3196,11,DECIMAL,"1,2 тыс.",ToBeNormalized,одной целой и двух десятых тысячи,одну целую и две десятых тысячи
3229,10,CARDINAL,8,ToBeNormalized,восемь,восьми
3254,0,PLAIN,Aimons,ToBeNormalized,а_trans й_trans м_trans о_trans н_trans с_trans,а_trans и_trans м_trans о_trans н_trans с_trans
3270,10,FRACTION,1 1/2,ToBeNormalized,одну сто двадцать,одну целую и одну вторую
3279,7,PLAIN,АБА,ToBeNormalized,а б а,АБА
3280,5,LETTERS,Лодьм,RemainSelf,Лодьм,л о д ь м
3307,11,PLAIN,stesso,ToBeNormalized,с_trans т_trans е_trans с_trans с_trans о_trans,с_trans т_trans и_trans с_trans о_trans
3323,5,PLAIN,Moniezia,ToBeNormalized,м_trans о_trans н_trans ь_trans е_trans з_trans и_trans я_trans,м_trans о_trans н_trans и_trans з_trans и_trans я_trans
3323,6,PLAIN,expansa,ToBeNormalized,э_trans к_trans с_trans п_trans а_trans н_trans с_trans а_trans,э_trans к_trans с_trans п_trans а_trans н_trans з_trans а_trans
3334,2,PLAIN,Cyprus,ToBeNormalized,с_trans а_trans й_trans п_trans р_trans у_trans с_trans,с_trans а_trans й_trans п_trans р_trans е_trans с_trans
3334,5,PLAIN,Crusades,ToBeNormalized,к_trans р_trans а_trans с_trans е_trans й_trans д_trans с_trans,к_trans р_trans у_trans с_trans а_trans д_trans е_trans с_trans
3334,29,PLAIN,ffЦит,ToBeNormalized,ф_trans ф_trans ц и т,ffЦит
3379,3,ORDINAL,19-ю,ToBeNormalized,ж_trans,девятнадцатую
3381,16,PLAIN,pg,ToBeNormalized,п_trans г_trans,pg
3393,7,PLAIN,Maslovskiy,ToBeNormalized,м_trans а_trans с_trans л_trans о_trans в_trans с_trans к_trans и_trans и_trans,м_trans а_trans с_trans л_trans а_trans в_trans с_trans к_trans и_trans и_trans
3409,2,PLAIN,jackdaws,ToBeNormalized,д_trans ж_trans э_trans к_trans д_trans о_trans с_trans,д_trans ж_trans э_trans к_trans д_trans о_trans у_trans с_trans
3410,13,ORDINAL,II,ToBeNormalized,вторым,второму
3419,0,CARDINAL,2005,ToBeNormalized,две тысячи пять,двух тысяч пяти
3423,4,ORDINAL,XII,ToBeNormalized,двенадцатого,двенадцатом
3477,1,PLAIN,McClelland,ToBeNormalized,мак-фарленд,мак-клелленд
3497,5,PLAIN,Oussama,ToBeNormalized,о_trans а_trans с_trans с_trans а_trans м_trans а_trans,у_trans с_trans с_trans а_trans м_trans а_trans
3499,3,PLAIN,statham,ToBeNormalized,с_trans т_trans е_trans й_trans т_trans м_trans е_trans м_trans,с_trans т_trans а_trans т_trans а_trans м_trans
3500,9,PLAIN,Dinosauria,ToBeNormalized,д_trans и_trans н_trans о_trans с_trans а_trans е_trans р_trans и_trans я_trans,д_trans и_trans н_trans о_trans с_trans о_trans р_trans и_trans я_trans
3517,2,PLAIN,traced,ToBeNormalized,т_trans р_trans а_trans с_trans е_trans д_trans,т_trans р_trans е_trans й_trans с_trans е_trans д_trans
3587,3,PLAIN,rz,ToBeNormalized,р_trans ц_trans,р_trans с_trans
3587,5,PLAIN,z,ToBeNormalized,з_trans,z
3599,7,PLAIN,Laughlin,ToBeNormalized,л_trans о_trans л_trans и_trans н_trans,л_trans а_trans ф_trans л_trans и_trans н_trans
3602,22,PLAIN,Сl,ToBeNormalized,с л_trans,Сl
3670,16,MEASURE,173 МВт.,ToBeNormalized,сто семьдесят три мегаватта,ста семидесяти трех мегаватт
3675,19,LETTERS,ЯЗБЫ,ToBeNormalized,а_trans в_trans с_trans т_trans,я з б ы
3691,5,MEASURE,"0,987412 грамма",ToBeNormalized,ноль целых и девятьсот восемьдесят семь тысячных сто двести двенадцатых тысячных грамма и_trans д_trans и_trans,ноль целых и девятьсот восемьдесят семь тысяч четыреста двенадцать миллионных грамма
3693,5,PLAIN,Campo,ToBeNormalized,к_trans э_trans м_trans п_trans о_trans,к_trans а_trans м_trans п_trans о_trans
3719,6,PLAIN,сне,ToBeNormalized,с н е,сне
3723,1,PLAIN,alcaeus,ToBeNormalized,а_trans л_trans к_trans а_trans е_trans у_trans с_trans,а_trans л_trans к_trans а_trans у_trans с_trans
3728,11,DATE,5 апреля 1970 года,ToBeNormalized,пятого апреля тысяча девятьсот семидесятого года,пятое апреля тысяча девятьсот семидесятого года
3730,1,PLAIN,Pritschauhof,ToBeNormalized,п_trans р_trans и_trans т_trans ш_trans о_trans х_trans о_trans о_trans ф_trans,п_trans р_trans и_trans т_trans ш_trans о_trans х_trans о_trans ф_trans
3736,13,FRACTION,2011/12,ToBeNormalized,две тысячи одиннадцать двенадцатых,двух тысяч одиннадцати двенадцатых
3744,1,TELEPHONE,985-11-0330-6 ISBN 985-11-0302-0,ToBeNormalized,девятьсот восемьдесят пять sil одиннадцать sil ноль триста тридцать sil шесть sil двадцать один sil s i n sil n b n sil n s i n b sil s i n b sil s i n,девятьсот восемьдесят пять sil одиннадцать sil ноль триста тридцать sil шесть sil i s b n sil девятьсот восемьдесят пять sil одиннадцать sil ноль триста два sil ноль
3745,1,PLAIN,WasserturmAn,ToBeNormalized,у_trans о_trans с_trans с_trans е_trans р_trans ч_trans е_trans р_trans м_trans а_trans н_trans,в_trans а_trans с_trans с_trans е_trans р_trans ч_trans е_trans р_trans м_trans а_trans н_trans
3745,3,PLAIN,DankeskircheAnsbacher,ToBeNormalized,д_trans а_trans н_trans к_trans е_trans с_trans к_trans е_trans р_trans ч_trans е_trans н_trans с_trans б_trans а_trans ш_trans е_trans р_trans,д_trans а_trans н_trans к_trans с_trans к_trans е_trans р_trans ч_trans е_trans н_trans с_trans б_trans а_trans ч_trans е_trans р_trans
3745,4,PLAIN,StrasseAugsburger,ToBeNormalized,с_trans т_trans р_trans а_trans с_trans с_trans и_trans о_trans г_trans б_trans е_trans р_trans г_trans е_trans р_trans,с_trans т_trans р_trans а_trans с_trans с_trans о_trans г_trans с_trans б_trans е_trans р_trans г_trans е_trans р_trans
3747,0,DATE,13 сентября,ToBeNormalized,тринадцатое сентября,тринадцатого сентября
3778,1,LETTERS,Ингр,RemainSelf,Ингр,и н г р
3789,3,PLAIN,Pleurodema,ToBeNormalized,п_trans л_trans е_trans е_trans р_trans о_trans д_trans м_trans а_trans,п_trans л_trans е_trans е_trans р_trans о_trans д_trans е_trans м_trans а_trans
3804,6,PLAIN,zege,ToBeNormalized,з_trans е_trans г_trans,з_trans е_trans д_trans ж_trans
3817,19,CARDINAL,XVIII,ToBeNormalized,восемнадцать,восемнадцати
3832,10,PLAIN,осбр,ToBeNormalized,о с б р,осбр
3839,1,PUNCT,—,ToBeNormalized,до,—
3844,4,PLAIN,AQUEOUS,ToBeNormalized,а_trans к_trans у_trans о_trans л_trans с_trans,а_trans к_trans в_trans е_trans а_trans у_trans с_trans
3844,7,PLAIN,SOLUTIONS,ToBeNormalized,с_trans о_trans л_trans у_trans т_trans и_trans о_trans н_trans с_trans,с_trans о_trans л_trans ь_trans ю_trans ш_trans е_trans н_trans с_trans
3844,11,PLAIN,FULLERENE,ToBeNormalized,ф_trans у_trans л_trans л_trans е_trans р_trans е_trans н_trans,ф_trans у_trans л_trans л_trans е_trans р_trans и_trans н_trans
3871,2,CARDINAL,1964,ToBeNormalized,тысяча девятьсот шестьдесят четыре,тысячи девятисот шестидесяти четырех
3883,13,PLAIN,Wedziagolski,ToBeNormalized,у_trans э_trans д_trans з_trans и_trans а_trans г_trans о_trans л_trans с_trans к_trans и_trans,в_trans е_trans д_trans з_trans ь_trans я_trans г_trans о_trans л_trans с_trans к_trans и_trans
3885,15,ORDINAL,II,ToBeNormalized,второй,второму
3890,3,CARDINAL,3,ToBeNormalized,трех,3
3890,5,MEASURE,6 недель.,ToBeNormalized,шести недель,6 недель.
3904,2,PLAIN,Deutsche,ToBeNormalized,д_trans е_trans у_trans т_trans ш_trans,д_trans о_trans й_trans ч_trans е_trans
3916,0,PLAIN,Metroul,ToBeNormalized,м_trans е_trans т_trans р_trans о_trans л_trans,м_trans е_trans т_trans р_trans о_trans у_trans л_trans
3918,1,PLAIN,Kontyu,ToBeNormalized,к_trans о_trans н_trans т_trans и_trans у_trans,к_trans о_trans н_trans т_trans ю_trans
3918,8,PLAIN,Kamijo,ToBeNormalized,к_trans а_trans м_trans и_trans д_trans ж_trans о_trans,к_trans а_trans м_trans и_trans х_trans о_trans
3943,5,PLAIN,УП,ToBeNormalized,у п,УП
3953,8,ORDINAL,II,ToBeNormalized,два,второго
3954,3,CARDINAL,10,ToBeNormalized,десять,десяти
3969,14,PLAIN,importantesTidjikja,ToBeNormalized,и_trans м_trans п_trans о_trans р_trans т_trans а_trans н_trans т_trans е_trans с_trans т_trans и_trans д_trans д_trans ж_trans и_trans к_trans а_trans,и_trans м_trans п_trans о_trans р_trans т_trans а_trans н_trans т_trans е_trans с_trans т_trans и_trans д_trans д_trans ж_trans и_trans д_trans ж_trans а_trans
4006,1,CARDINAL,1993,ToBeNormalized,тысячью девятистах девяноста трех,тысячей девятьюстами девяноста тремя
4009,12,PLAIN,Aarheus,ToBeNormalized,а_trans а_trans р_trans х_trans е_trans у_trans с_trans,а_trans э_trans р_trans х_trans е_trans у_trans с_trans
4014,6,PLAIN,АН,ToBeNormalized,а н,АН
4020,13,CARDINAL,8449317975,ToBeNormalized,восемь миллиардов четыреста сорок девять миллионов триста семнадцать тысяч семьсот девяносто пять,восемь миллиардов четыреста сорок девять миллионов триста семнадцать тысяч девятьсот семьдесят пять
4029,2,LETTERS,ччим,RemainSelf,ччим,ч ч и м
4031,8,CARDINAL,2010,ToBeNormalized,двух тысяч десяти,две тысячи десять
4047,14,PLAIN,МО,ToBeNormalized,м о,МО
4065,14,CARDINAL,2,ToBeNormalized,два,двух
4095,6,PLAIN,Reptile,ToBeNormalized,р_trans е_trans п_trans т_trans а_trans й_trans л_trans,р_trans е_trans п_trans т_trans и_trans л_trans
4107,6,PLAIN,Рю,ToBeNormalized,р ю,Рю
4109,7,PLAIN,PSXextreme,ToBeNormalized,п_trans с_trans к_trans с_trans к_trans с_trans т_trans р_trans е_trans м_trans,п_trans с_trans к_trans с_trans е_trans к_trans с_trans т_trans р_trans е_trans м_trans
4139,19,CARDINAL,II,ToBeNormalized,два,двух
4184,12,CARDINAL,26,ToBeNormalized,двадцать шесть,двадцати шести
4188,10,CARDINAL,48,ToBeNormalized,сорока восьми,четыре восемь
4188,12,MEASURE,80 км,ToBeNormalized,восьмидесяти километров,80 км
4207,6,ORDINAL,60-я,ToBeNormalized,шестидесяти,шестидесятая
4241,13,PLAIN,SingaporeAndreas,ToBeNormalized,с_trans и_trans н_trans г_trans а_trans п_trans у_trans р_trans е_trans н_trans д_trans р_trans и_trans с_trans,с_trans и_trans н_trans г_trans а_trans п_trans о_trans р_trans е_trans а_trans н_trans д_trans р_trans е_trans а_trans с_trans
4243,0,PLAIN,Asiatischer,ToBeNormalized,а_trans с_trans а_trans й_trans а_trans т_trans и_trans ш_trans е_trans р_trans,а_trans с_trans и_trans э_trans й_trans ш_trans е_trans ш_trans е_trans р_trans
4255,4,PLAIN,Cyprus,ToBeNormalized,с_trans а_trans й_trans п_trans р_trans а_trans с_trans,с_trans а_trans й_trans п_trans р_trans е_trans с_trans
4258,10,MEASURE,15 км,ToBeNormalized,пятнадцати километров,пятнадцать километров
4259,11,PLAIN,Эл,ToBeNormalized,э л,Эл
4278,6,PLAIN,уцур,ToBeNormalized,у ц у р,уцур
4308,5,PLAIN,driugan,ToBeNormalized,д_trans р_trans и_trans а_trans г_trans а_trans н_trans,д_trans р_trans а_trans й_trans а_trans г_trans а_trans н_trans
4321,2,PLAIN,Community,ToBeNormalized,к_trans о_trans м_trans м_trans у_trans н_trans и_trans т_trans и_trans,к_trans о_trans м_trans м_trans ь_trans ю_trans н_trans и_trans т_trans и_trans
4347,16,CARDINAL,XVIII,ToBeNormalized,восемнадцать,восемнадцати
4355,2,PLAIN,soars,ToBeNormalized,с_trans о_trans а_trans р_trans с_trans,с_trans о_trans р_trans с_trans
4400,12,PLAIN,Schrei,ToBeNormalized,ш_trans р_trans а_trans й_trans,ш_trans р_trans и_trans
4403,6,PLAIN,Pierrepoint,ToBeNormalized,п_trans и_trans р_trans р_trans е_trans п_trans о_trans й_trans н_trans т_trans,п_trans и_trans р_trans р_trans п_trans о_trans й_trans н_trans т_trans
4421,2,ORDINAL,II,ToBeNormalized,двух,втором
4442,11,CARDINAL,XVIII,ToBeNormalized,восемнадцать,восемнадцати
4453,21,PLAIN,Ishtiaq,ToBeNormalized,и_trans ш_trans и_trans к_trans,и_trans ш_trans ш_trans е_trans к_trans
4453,23,PLAIN,Asad,ToBeNormalized,а_trans с_trans а_trans д_trans,а_trans с_trans е_trans д_trans
4459,7,PLAIN,pelecinid,ToBeNormalized,п_trans е_trans л_trans е_trans с_trans и_trans н_trans и_trans д_trans,п_trans е_trans л_trans е_trans ц_trans и_trans н_trans и_trans д_trans
4459,16,PLAIN,Pelecinidae,ToBeNormalized,п_trans е_trans л_trans е_trans с_trans и_trans н_trans и_trans д_trans а_trans,п_trans е_trans л_trans е_trans ц_trans и_trans н_trans и_trans д_trans а_trans
4467,8,MEASURE,1л.,ToBeNormalized,один,один литр
4470,5,PLAIN,ФРГ,ToBeNormalized,ф р г,ФРГ
4473,10,PLAIN,Triunfo,ToBeNormalized,т_trans р_trans и_trans а_trans н_trans ф_trans о_trans,т_trans р_trans и_trans у_trans н_trans ф_trans о_trans
4478,10,DATE,1.8.566,ToBeNormalized,первое августа пятьдесят шестого года,первое августа пятьсот шестьдесят шестого года
4494,5,PLAIN,Gladys,ToBeNormalized,г_trans л_trans е_trans д_trans и_trans с_trans,г_trans л_trans а_trans д_trans и_trans с_trans
4500,12,PLAIN,atury,ToBeNormalized,а_trans т_trans е_trans р_trans и_trans,э_trans й_trans ч_trans е_trans р_trans и_trans
4507,4,PLAIN,ВВА,ToBeNormalized,в в а,ВВА
4510,3,PLAIN,riding,ToBeNormalized,р_trans и_trans д_trans и_trans н_trans г_trans,р_trans а_trans й_trans д_trans и_trans н_trans г_trans
4510,11,PLAIN,thingamajigs,ToBeNormalized,т_trans и_trans н_trans г_trans а_trans м_trans а_trans д_trans ж_trans и_trans с_trans,т_trans и_trans н_trans г_trans а_trans м_trans а_trans д_trans ж_trans и_trans г_trans с_trans
4513,14,PLAIN,СНиП,ToBeNormalized,с н и п,СНиП
4518,4,MEASURE,750 вольт,ToBeNormalized,семьсот пятьдесят вольт,семисот пятидесяти вольт
